from,to,value
Kansas,Alabama,1105.1078032700511
Kansas,Alaska,6193.047822951238
Kansas,Arizona,1635.6060544690545
Kansas,Arkansas,484.2241560524879
Kansas,California,2553.290232226885
Kansas,Colorado,954.8666518745099
Kansas,Connecticut,2666.302701647446
Kansas,Delaware,2360.2238055843372
Kansas,Florida,1672.8633341707111
Kansas,Georgia,1455.2654518717782
Kansas,Hawaii,6759.643464228852
Kansas,Idaho,1974.590826281263
Kansas,Illinois,860.957652405855
Kansas,Indiana,1164.3768222638282
Kansas,Iowa,391.0801727537358
Kansas,Kansas,0.9293455776039181
Kansas,Kentucky,1341.0332174399412
Kansas,Louisiana,540.4304999686939
Kansas,Maine,3041.530293810771
Kansas,Maryland,2216.1856331609383
Kansas,Massachusetts,2802.5887148821453
Kansas,Michigan,1355.934897065083
Kansas,Minnesota,314.36900831258714
Kansas,Mississippi,783.9244798967309
Kansas,Missouri,493.65142350324095
Kansas,Montana,1526.9492089195114
Kansas,Nebraska,171.47455832836627
Kansas,Nevada,2261.1795794124537
Kansas,New Hampshire,2798.8302590380868
Kansas,New Jersey,2469.9108725014544
Kansas,New Mexico,1059.1310055948989
Kansas,New York,2422.41128812086
Kansas,North Carolina,1882.0158788604547
Kansas,North Dakota,340.0899501886535
Kansas,Ohio,1552.9429119760687
Kansas,Oklahoma,22.536111173601775
Kansas,Oregon,2819.059886848594
Kansas,Pennsylvania,2170.842350960225
Kansas,Rhode Island,2804.627112686408
Kansas,South Carolina,1755.370942514146
Kansas,South Dakota,301.69535316882116
Kansas,Tennessee,1116.0956384593844
Kansas,Texas,93.10180236258913
Kansas,Utah,1683.5697968512666
Kansas,Vermont,2671.2730064257034
Kansas,Virginia,2064.038029785971
Kansas,Washington,2754.497201357856
Kansas,West Virginia,1754.3202656605774
Kansas,Wisconsin,790.841635922782
Kansas,Wyoming,1176.3680986048169
Kentucky,Alabama,235.92617764545804
Kentucky,Alaska,7534.080237513238
Kentucky,Arizona,2976.638324152074
Kentucky,Arkansas,856.8094925087709
Kentucky,California,3894.322576456396
Kentucky,Colorado,2295.898759521898
Kentucky,Connecticut,1325.2703078508625
Kentucky,Delaware,1019.191451898692
Kentucky,Florida,331.8314563648857
Kentucky,Georgia,114.23509427704803
Kentucky,Hawaii,8100.675882858877
Kentucky,Idaho,3315.6231323887114
Kentucky,Illinois,480.0758541763478
Kentucky,Indiana,176.65752492000698
Kentucky,Iowa,949.953657254659
Kentucky,Kansas,1341.0332174399412
Kentucky,Kentucky,0.7370250842521656
Kentucky,Louisiana,800.6030780211298
Kentucky,Maine,1700.4978753123942
Kentucky,Maryland,875.1533112425467
Kentucky,Massachusetts,1461.5563100459838
Kentucky,Michigan,14.920354626925992
Kentucky,Minnesota,1026.665069883909
Kentucky,Mississippi,557.1089978479921
Kentucky,Missouri,847.3822115410969
Kentucky,Montana,2867.9814631344025
Kentucky,Nebraska,1512.5046600803084
Kentucky,Nevada,3602.211907081598
Kentucky,New Hampshire,1457.797854468728
Kentucky,New Jersey,1128.8785012022288
Kentucky,New Mexico,2400.16315275715
Kentucky,New York,1081.3789238945346
Kentucky,North Carolina,540.9837135856093
Kentucky,North Dakota,1681.1212827763725
Kentucky,Ohio,211.91147726003058
Kentucky,Oklahoma,1363.5495804153659
Kentucky,Oregon,4160.0922429010125
Kentucky,Pennsylvania,829.8100418669952
Kentucky,Rhode Island,1463.5947077063433
Kentucky,South Carolina,414.3389139665693
Kentucky,South Dakota,1642.726527885696
Kentucky,Tennessee,224.93839482954422
Kentucky,Texas,1434.1297937503732
Kentucky,Utah,3024.6020726697334
Kentucky,Vermont,1330.2406121718084
Kentucky,Virginia,723.0057586016013
Kentucky,Washington,4095.529554767945
Kentucky,West Virginia,413.28823863068646
Kentucky,Wisconsin,550.1918431238121
Kentucky,Wyoming,2517.40028128056
Louisiana,Alabama,564.67761177715
Louisiana,Alaska,6733.477643365281
Louisiana,Arizona,2176.035674742836
Louisiana,Arkansas,56.20719267590142
Louisiana,California,3093.719945900758
Louisiana,Colorado,1495.296088673064
Louisiana,Connecticut,2125.872700676931
Louisiana,Delaware,1819.7937852219734
Louisiana,Florida,1132.4332474873588
Louisiana,Georgia,914.8353328923022
Louisiana,Hawaii,7300.073292403123
Louisiana,Idaho,2515.0204909353665
Louisiana,Illinois,320.52739440350047
Louisiana,Indiana,623.9466452317787
Louisiana,Iowa,149.35101765489756
Louisiana,Kansas,540.4304999686939
Louisiana,Kentucky,800.6030780211298
Louisiana,Louisiana,0.2586078354622754
Louisiana,Maine,2501.1003117407395
Louisiana,Maryland,1675.7556020025252
Louisiana,Massachusetts,2262.1587213030466
Louisiana,Michigan,815.5047604712543
Louisiana,Minnesota,226.062375821853
Louisiana,Mississippi,243.49420535782775
Louisiana,Missouri,46.78002805513866
Louisiana,Montana,2067.378810853649
Louisiana,Nebraska,711.9019510055706
Louisiana,Nevada,2801.609271382209
Louisiana,New Hampshire,2258.4002652638765
Louisiana,New Jersey,1929.4808595894572
Louisiana,New Mexico,1599.560485799527
Louisiana,New York,1881.9812720577688
Louisiana,North Carolina,1341.5858169569942
Louisiana,North Dakota,880.5185830520259
Louisiana,Ohio,1012.5128084582665
Louisiana,Oklahoma,562.9468638581833
Louisiana,Oregon,3359.4896165119853
Louisiana,Pennsylvania,1630.4123161347152
Louisiana,Rhode Island,2264.19711921293
Louisiana,South Carolina,1214.94086623298
Louisiana,South Dakota,842.1238260405291
Louisiana,Tennessee,575.6654497194155
Louisiana,Texas,633.5270805179738
Louisiana,Utah,2223.999424474379
Louisiana,Vermont,2130.8430057367104
Louisiana,Virginia,1523.607985747206
Louisiana,Washington,3294.926927406629
Louisiana,West Virginia,1213.890189252405
Louisiana,Wisconsin,250.4113624313258
Louisiana,Wyoming,1716.7976184019992
Maine,Alabama,1936.4230717419134
Maine,Alaska,9234.576386590934
Maine,Arizona,4677.135010228194
Maine,Arkansas,2557.3067124507556
Maine,California,5594.819115659427
Maine,Colorado,3996.395583112924
Maine,Connecticut,375.236375594764
Maine,Delaware,681.3106109150254
Maine,Florida,1368.6682607564985
Maine,Georgia,1586.2657841939367
Maine,Hawaii,9801.171981402553
Maine,Idaho,5016.119759950864
Maine,Illinois,2180.573100619615
Maine,Indiana,1877.1540982204062
Maine,Iowa,2650.450851763513
Maine,Kansas,3041.530293810771
Maine,Kentucky,1700.4978753123942
Maine,Louisiana,2501.1003117407395
Maine,Maine,2.793966773671641
Maine,Maryland,825.3477913356826
Maine,Massachusetts,238.9562910402647
Maine,Michigan,1685.5962128708156
Maine,Minnesota,2727.16224195726
Maine,Mississippi,2257.6062590864626
Maine,Missouri,2547.879433894567
Maine,Montana,4568.478169228891
Maine,Nebraska,3213.0016855444014
Maine,Nevada,5302.708489263287
Maine,New Hampshire,242.714494041914
Maine,New Jersey,571.6246382869626
Maine,New Mexico,4100.659953265355
Maine,New York,619.1237008839364
Maine,North Carolina,1159.5162077787222
Maine,North Dakota,3381.6182603560073
Maine,Ohio,1488.5884696974435
Maine,Oklahoma,3064.0466499954014
Maine,Oregon,5860.588745477956
Maine,Pennsylvania,870.6908300354515
Maine,Rhode Island,236.91803372172436
Maine,South Carolina,1286.160825590866
Maine,South Dakota,3343.2235161594654
Maine,Tennessee,1925.4352445274512
Maine,Texas,3134.6268422378985
Maine,Utah,4725.098750114349
Maine,Vermont,370.26621028741897
Maine,Virginia,977.4946686488961
Maine,Washington,5796.026066043519
Maine,West Virginia,1287.2115000845588
Maine,Wisconsin,2250.689103758267
Maine,Wyoming,4217.897056773339
Maryland,Alabama,1111.0783936974815
Maryland,Alaska,8409.232191124558
Maryland,Arizona,3851.790517415527
Maryland,Arkansas,1731.9620063268396
Maryland,California,4769.474697846537
Maryland,Colorado,3171.0510253618186
Maryland,Connecticut,450.1218401188639
Maryland,Delaware,144.05067174903283
Maryland,Florida,543.324278996642
Maryland,Georgia,760.9213341328317
Maryland,Hawaii,8975.827816834197
Maryland,Idaho,4190.775296364509
Maryland,Illinois,1355.2283868852132
Maryland,Indiana,1051.8094386198663
Maryland,Iowa,1825.106152739628
Maryland,Kansas,2216.1856331609383
Maryland,Kentucky,875.1533112425467
Maryland,Louisiana,1675.7556020025252
Maryland,Maine,825.3477913356826
Maryland,Maryland,1.8115255824783838
Maryland,Massachusetts,586.4070127003231
Maryland,Michigan,860.2516607042
Maryland,Minnesota,1901.8175495899652
Maryland,Mississippi,1432.2615427913402
Maryland,Missouri,1722.5347271251896
Maryland,Montana,3743.133666627162
Maryland,Nebraska,2387.657043606976
Maryland,Nevada,4477.364048947245
Maryland,New Hampshire,582.6485747356219
Maryland,New Jersey,253.73282151916555
Maryland,New Mexico,3275.3154060242905
Maryland,New York,206.2347235969801
Maryland,North Carolina,334.1735978215125
Maryland,North Dakota,2556.2736370246494
Maryland,Ohio,663.2441739033435
Maryland,Oklahoma,2238.701991774129
Maryland,Oregon,5035.244347185437
Maryland,Pennsylvania,45.37836082632062
Maryland,Rhode Island,588.445400903921
Maryland,South Carolina,460.81720004801286
Maryland,South Dakota,2517.8788885928507
Maryland,Tennessee,1100.0905695209647
Maryland,Texas,2309.282191694751
Maryland,Utah,3899.7542615560465
Maryland,Vermont,455.09210533771164
Maryland,Virginia,152.1573023978234
Maryland,Washington,4970.681663086934
Maryland,West Virginia,461.86786893857027
Maryland,Wisconsin,1425.3443875761643
Maryland,Wyoming,3392.552521105987
Massachusetts,Alabama,1697.4814871905496
Massachusetts,Alaska,8995.634943046312
Massachusetts,Arizona,4438.19347584064
Massachusetts,Arkansas,2318.3651228174563
Massachusetts,California,5355.877602948858
Massachusetts,Colorado,3757.4540307620873
Massachusetts,Connecticut,136.30771287965106
Massachusetts,Delaware,442.37058577219995
Massachusetts,Florida,1129.726771823576
Massachusetts,Georgia,1347.3242361833393
Massachusetts,Hawaii,9562.23054798281
Massachusetts,Idaho,4777.178233898809
Massachusetts,Illinois,1941.6315092782022
Massachusetts,Indiana,1638.2125169857763
Massachusetts,Iowa,2411.509263736902
Massachusetts,Kansas,2802.5887148821453
Massachusetts,Kentucky,1461.5563100459838
Massachusetts,Louisiana,2262.1587213030466
Massachusetts,Maine,238.9562910402647
Massachusetts,Maryland,586.4070127003231
Massachusetts,Massachusetts,2.5136426601922226
Massachusetts,Michigan,1446.654649484456
Massachusetts,Minnesota,2488.2206554632153
Massachusetts,Mississippi,2018.6646672230213
Massachusetts,Missouri,2308.9378441168683
Massachusetts,Montana,4329.536632082947
Massachusetts,Nebraska,2974.0601112428485
Massachusetts,Nevada,5063.766969951303
Massachusetts,New Hampshire,4.520313551105068
Massachusetts,New Jersey,332.6858677738569
Massachusetts,New Mexico,3861.7184037664033
Massachusetts,New York,380.1842680893336
Massachusetts,North Carolina,920.5748384868799
Massachusetts,North Dakota,3142.6766907558304
Massachusetts,Ohio,1249.6469428968546
Massachusetts,Oklahoma,2825.1050716611185
Massachusetts,Oregon,5621.647238558181
Massachusetts,Pennsylvania,631.7499112817032
Massachusetts,Rhode Island,3.2372080257486364
Massachusetts,South Carolina,1047.2193735249782
Massachusetts,South Dakota,3104.281945480862
Massachusetts,Tennessee,1686.4936605294158
Massachusetts,Texas,2895.6852657950512
Massachusetts,Utah,4486.157216930925
Massachusetts,Vermont,131.3382850863273
Massachusetts,Virginia,738.5535171914042
Massachusetts,Washington,5557.084557734789
Massachusetts,West Virginia,1048.2700474785956
Massachusetts,Wisconsin,2011.7475119181836
Massachusetts,Wyoming,3978.9555104405
Michigan,Alabama,250.82783601504354
Michigan,Alaska,7548.981910149587
Michigan,Arizona,2991.539999799833
Michigan,Arkansas,871.7111746428355
Michigan,California,3909.2242510998294
Michigan,Colorado,2310.8004362990127
Michigan,Connecticut,1310.3686487122036
Michigan,Delaware,1004.2897976241583
Michigan,Florida,316.9298664649983
Michigan,Georgia,99.33391786559119
Michigan,Hawaii,8115.577555285561
Michigan,Idaho,3330.524807614821
Michigan,Illinois,494.97753677456717
Michigan,Indiana,191.55914909133352
Michigan,Iowa,964.8553388548297
Michigan,Kansas,1355.934897065083
Michigan,Kentucky,14.920354626925992
Michigan,Louisiana,815.5047604712543
Michigan,Maine,1685.5962128708156
Michigan,Maryland,860.2516607042
Michigan,Massachusetts,1446.654649484456
Michigan,Michigan,0.7554952807574047
Michigan,Minnesota,1041.5667510540575
Michigan,Mississippi,572.0106810190217
Michigan,Missouri,862.2838937289164
Michigan,Montana,2882.8831389337643
Michigan,Nebraska,1527.406339018465
Michigan,Nevada,3617.113582000894
Michigan,New Hampshire,1442.89619394238
Michigan,New Jersey,1113.9768448281445
Michigan,New Mexico,2415.0648293291824
Michigan,New York,1066.4772683679416
Michigan,North Carolina,526.0820821078277
Michigan,North Dakota,1696.0229611303698
Michigan,Ohio,197.00997230744116
Michigan,Oklahoma,1378.451259944393
Michigan,Oregon,4174.9939173197745
Michigan,Pennsylvania,814.9083928345607
Michigan,Rhode Island,1448.6930471258217
Michigan,South Carolina,399.43730104397605
Michigan,South Dakota,1657.6282063655353
Michigan,Tennessee,239.84004909057836
Michigan,Texas,1449.0314729899494
Michigan,Utah,3039.503748253323
Michigan,Vermont,1315.3389529753547
Michigan,Virginia,708.1041140527334
Michigan,Washington,4110.431229239237
Michigan,West Virginia,398.386625926049
Michigan,Wisconsin,565.0935262734927
Michigan,Wyoming,2532.301957637929
Minnesota,Alabama,790.739628728738
Minnesota,Alaska,6507.415761608233
Minnesota,Arizona,1949.9738395210475
Minnesota,Arkansas,169.85615218933566
Minnesota,California,2867.6580904695957
Minnesota,Colorado,1269.2342871445646
Minnesota,Connecticut,2351.9346374102724
Minnesota,Delaware,2045.8557288623408
Minnesota,Florida,1358.4952166333574
Minnesota,Georgia,1140.8973156622576
Minnesota,Hawaii,7074.011408576976
Minnesota,Idaho,2288.9586464060258
Minnesota,Illinois,546.5894487369692
Minnesota,Indiana,850.0086549122129
Minnesota,Iowa,76.71299727412818
Minnesota,Kansas,314.36900831258714
Minnesota,Kentucky,1026.665069883909
Minnesota,Louisiana,226.062375821853
Minnesota,Maine,2727.16224195726
Minnesota,Maryland,1901.8175495899652
Minnesota,Massachusetts,2488.2206554632153
Minnesota,Michigan,1041.5667510540575
Minnesota,Minnesota,0.5396815962305879
Minnesota,Mississippi,469.5562704668488
Minnesota,Missouri,179.28339161058997
Minnesota,Montana,1841.3169793329316
Minnesota,Nebraska,485.8403106001186
Minnesota,Nevada,2575.547420862254
Minnesota,New Hampshire,2484.4621994915574
Minnesota,New Jersey,2155.542800548879
Minnesota,New Mexico,1373.498676922107
Minnesota,New York,2108.043214146869
Minnesota,North Carolina,1567.6477762094983
Minnesota,North Dakota,654.4568742586819
Minnesota,Ohio,1238.574784597448
Minnesota,Oklahoma,336.88534369467595
Minnesota,Oregon,3133.427757373201
Minnesota,Pennsylvania,1856.4742650799885
Minnesota,Rhode Island,2490.25905333656
Minnesota,South Carolina,1441.0028311696565
Minnesota,South Dakota,616.0621294190636
Minnesota,Tennessee,801.7274652671077
Minnesota,Texas,407.4654920289091
Minnesota,Utah,1997.9375877461766
Minnesota,Vermont,2356.904942371456
Minnesota,Virginia,1749.6699381431997
Minnesota,Washington,3068.865069112795
Minnesota,West Virginia,1439.9521542399773
Minnesota,Wisconsin,476.47342682502807
Minnesota,Wyoming,1490.7358025048468
Mississippi,Alabama,321.1835153955665
Mississippi,Alaska,6976.971680879259
Mississippi,Arizona,2419.529700765119
Mississippi,Arkansas,299.70064146288695
Mississippi,California,3337.2139766218315
Mississippi,Colorado,1738.7901076753062
Mississippi,Connecticut,1882.378645647588
Mississippi,Delaware,1576.2997275660064
Mississippi,Florida,888.9391789785738
Mississippi,Georgia,671.3412576627011
Mississippi,Hawaii,7543.567330487754
Mississippi,Idaho,2758.5145190713565
Mississippi,Illinois,77.03326261756344
Mississippi,Indiana,380.4525540110283
Mississippi,Iowa,392.84483671499225
Mississippi,Kansas,783.9244798967309
Mississippi,Kentucky,557.1089978479921
Mississippi,Louisiana,243.49420535782775
Mississippi,Maine,2257.6062590864626
Mississippi,Maryland,1432.2615427913402
Mississippi,Massachusetts,2018.6646672230213
Mississippi,Michigan,572.0106810190217
Mississippi,Minnesota,469.5562704668488
Mississippi,Mississippi,0.04449394630316802
Mississippi,Missouri,290.27335705485604
Mississippi,Montana,2310.872836057931
Mississippi,Nebraska,955.3959456561242
Mississippi,Nevada,3045.103300923544
Mississippi,New Hampshire,2014.9062111591393
Mississippi,New Jersey,1685.9868029669533
Mississippi,New Mexico,1843.0545062553363
Mississippi,New York,1638.4872150019962
Mississippi,North Carolina,1098.0917528957152
Mississippi,North Dakota,1124.0125865870696
Mississippi,Ohio,769.0187365936998
Mississippi,Oklahoma,806.4408462317939
Mississippi,Oregon,3602.983648140798
Mississippi,Pennsylvania,1386.9182563789286
Mississippi,Rhode Island,2020.7030651462746
Mississippi,South Carolina,971.4467996570451
Mississippi,South Dakota,1085.617827865004
Mississippi,Tennessee,332.17135436912014
Mississippi,Texas,877.0210694292804
Mississippi,Utah,2467.4934508332008
Mississippi,Vermont,1887.3489507440265
Mississippi,Virginia,1280.113924584458
Mississippi,Washington,3538.4209588272493
Mississippi,West Virginia,970.3961226534691
Mississippi,Wisconsin,6.917331664969517
Mississippi,Wyoming,1960.2916402849073
Missouri,Alabama,611.4567507294914
Missouri,Alaska,6686.698528731819
Missouri,Arizona,2129.2565664686103
Missouri,Arkansas,9.432803218807514
Missouri,California,3046.9408349561886
Missouri,Colorado,1448.5169845741714
Missouri,Connecticut,2172.6518239257225
Missouri,Delaware,1866.5729096557411
Missouri,Florida,1179.212376535106
Missouri,Georgia,961.6144645766759
Missouri,Hawaii,7253.294177468837
Missouri,Idaho,2468.2413814477354
Missouri,Illinois,367.30654283649716
Missouri,Indiana,670.7257825486869
Missouri,Iowa,102.57216681991709
Missouri,Kansas,493.65142350324095
Missouri,Kentucky,847.3822115410969
Missouri,Louisiana,46.78002805513866
Missouri,Maine,2547.879433894567
Missouri,Maryland,1722.5347271251896
Missouri,Massachusetts,2308.9378441168683
Missouri,Michigan,862.2838937289164
Missouri,Minnesota,179.28339161058997
Missouri,Mississippi,290.27335705485604
Missouri,Missouri,0.31680896904473543
Missouri,Montana,2020.5997030543958
Missouri,Nebraska,665.1228632118842
Missouri,Nevada,2754.8301610988583
Missouri,New Hampshire,2305.1793880890664
Missouri,New Jersey,1976.2599835602218
Missouri,New Mexico,1552.7813808175367
Missouri,New York,1928.7603962231522
Missouri,North Carolina,1388.3649441681018
Missouri,North Dakota,833.7394889707473
Missouri,Ohio,1059.291938843127
Missouri,Oklahoma,516.167785429884
Missouri,Oregon,3312.7105050628234
Missouri,Pennsylvania,1677.191441496394
Missouri,Rhode Island,2310.9762420206
Missouri,South Carolina,1261.7199944916522
Missouri,South Dakota,795.3447331387886
Missouri,Tennessee,622.4445883517385
Missouri,Texas,586.7479970024762
Missouri,Utah,2177.220316005617
Missouri,Vermont,2177.622128968771
Missouri,Virginia,1570.3871117210665
Missouri,Washington,3248.1478160728766
Missouri,West Virginia,1260.6693175205494
Missouri,Wisconsin,297.190513896957
Missouri,Wyoming,1670.0185125624764
Montana,Alabama,2632.056107244529
Montana,Alaska,4666.1011334087225
Montana,Arizona,108.69384990821844
Montana,Arkansas,2011.1724277600035
Montana,California,1026.3464708190643
Montana,Colorado,572.0878126203397
Montana,Connecticut,4193.2506440407715
Montana,Delaware,3887.1718085231582
Montana,Florida,3199.811494973596
Montana,Georgia,2982.2136681508723
Montana,Hawaii,5232.6966735699725
Montana,Idaho,447.6518733293405
Montana,Illinois,2387.9060019691974
Montana,Indiana,2691.325112240885
Montana,Iowa,1918.0283275386428
Montana,Kansas,1526.9492089195114
Montana,Kentucky,2867.9814631344025
Montana,Louisiana,2067.378810853649
Montana,Maine,4568.478169228891
Montana,Maryland,3743.133666627162
Montana,Massachusetts,4329.536632082947
Montana,Michigan,2882.8831389337643
Montana,Minnesota,1841.3169793329316
Montana,Mississippi,2310.872836057931
Montana,Missouri,2020.5997030543958
Montana,Montana,2.772735621244543
Montana,Nebraska,1355.478066862779
Montana,Nevada,734.2372944053106
Montana,New Hampshire,4325.778176919903
Montana,New Jersey,3996.8588530848565
Montana,New Mexico,467.824914846469
Montana,New York,3949.359278292389
Montana,North Carolina,3408.9639884293674
Montana,North Dakota,1186.8618340352443
Montana,Ohio,3079.8911031641255
Montana,Oklahoma,1504.432880945491
Montana,Oregon,1292.1153635547478
Montana,Pennsylvania,3697.790394318134
Montana,Rhode Island,4331.57502951818
Montana,South Carolina,3282.3190828061115
Montana,South Dakota,1225.2564900766793
Montana,Tennessee,2643.043939889712
Montana,Texas,1433.8527856737735
Montana,Utah,156.64676845419976
Montana,Vermont,4198.220947881931
Montana,Virginia,3590.9860969837173
Montana,Washington,1227.5528327571828
Montana,West Virginia,3281.2684062114095
Montana,Wisconsin,2317.7899917383347
Montana,Wyoming,350.5905322148279
Nebraska,Alabama,1276.5792571300583
Nebraska,Alaska,6021.576512889933
Nebraska,Arizona,1464.1348953653153
Nebraska,Arkansas,655.6955928178098
Nebraska,California,2381.8189950540495
Nebraska,Colorado,783.3956920974604
Nebraska,Connecticut,2837.774100901578
Nebraska,Delaware,2531.695212142306
Nebraska,Florida,1844.3347626478972
Nebraska,Georgia,1626.7368893593368
Nebraska,Hawaii,6588.172149491502
Nebraska,Idaho,1803.1196283078161
Nebraska,Illinois,1032.4291164782312
Nebraska,Indiana,1335.8482732833006
Nebraska,Iowa,562.5515616525885
Nebraska,Kansas,171.47455832836627
Nebraska,Kentucky,1512.5046600803084
Nebraska,Louisiana,711.9019510055706
Nebraska,Maine,3213.0016855444014
Nebraska,Maryland,2387.657043606976
Nebraska,Massachusetts,2974.0601112428485
Nebraska,Michigan,1527.406339018465
Nebraska,Minnesota,485.8403106001186
Nebraska,Mississippi,955.3959456561242
Nebraska,Missouri,665.1228632118842
Nebraska,Montana,1355.478066862779
Nebraska,Nebraska,1.1409943835074146
Nebraska,Nevada,2089.7083591269206
Nebraska,New Hampshire,2970.3016554759506
Nebraska,New Jersey,2641.382276302196
Nebraska,New Mexico,887.6599925526432
Nebraska,New York,2593.8826930951705
Nebraska,North Carolina,2053.4872996927784
Nebraska,North Dakota,168.62120344393347
Nebraska,Ohio,1724.41434528342
Nebraska,Oklahoma,148.9587658973248
Nebraska,Oregon,2647.588637698376
Nebraska,Pennsylvania,2342.3137626982116
Nebraska,Rhode Island,2976.098509005323
Nebraska,South Carolina,1926.8423678602062
Nebraska,South Dakota,130.2275830481551
Nebraska,Tennessee,1287.5670917950429
Nebraska,Texas,78.38247804424358
Nebraska,Utah,1512.0986310804328
Nebraska,Vermont,2842.744405570745
Nebraska,Virginia,2235.5094447060574
Nebraska,Washington,2583.02595488135
Nebraska,West Virginia,1925.7916910455463
Nebraska,Wisconsin,962.3131015904918
Nebraska,Wyoming,1004.8970404334603
Nevada,Alabama,3366.2865634248733
Nevada,Alaska,3931.8718214591363
Nevada,Arizona,625.5819760209619
Nevada,Arkansas,2745.402885224024
Nevada,California,292.1349534501373
Nevada,Colorado,1306.316107970629
Nevada,Connecticut,4927.480992183724
Nevada,Delaware,4621.402179902379
Nevada,Florida,3934.041917341358
Nevada,Georgia,3716.4441051021035
Nevada,Hawaii,4498.467229339203
Nevada,Idaho,286.6094883129975
Nevada,Illinois,3122.1364659120327
Nevada,Indiana,3425.5555656934434
Nevada,Iowa,2652.2587776534083
Nevada,Kansas,2261.1795794124537
Nevada,Kentucky,3602.211907081598
Nevada,Louisiana,2801.609271382209
Nevada,Maine,5302.708489263287
Nevada,Maryland,4477.364048947245
Nevada,Massachusetts,5063.766969951303
Nevada,Michigan,3617.113582000894
Nevada,Minnesota,2575.547420862254
Nevada,Mississippi,3045.103300923544
Nevada,Missouri,2754.8301610988583
Nevada,Montana,734.2372944053106
Nevada,Nebraska,2089.7083591269206
Nevada,Nevada,3.608936598621637
Nevada,New Hampshire,5060.00851507072
Nevada,New Jersey,4731.089216123074
Nevada,New Mexico,1202.052147381548
Nevada,New York,4683.5896449421425
Nevada,North Carolina,4143.1943957714475
Nevada,North Dakota,1921.0920007564844
Nevada,Ohio,3814.121533740322
Nevada,Oklahoma,2238.6632432429483
Nevada,Oregon,557.8939911062107
Nevada,Pennsylvania,4432.020780072321
Nevada,Rhode Island,5065.805367233366
Nevada,South Carolina,4016.5494993357174
Nevada,South Dakota,1959.4866909976024
Nevada,Tennessee,3377.2743955848528
Nevada,Texas,2168.083118509648
Nevada,Utah,577.6190929223434
Nevada,Vermont,4932.4512956491035
Nevada,Virginia,4325.216490791303
Nevada,Washington,493.33283289108306
Nevada,West Virginia,4015.4988228161756
Nevada,Wisconsin,3052.0204565582435
Nevada,Wyoming,1084.8156051098958
New Hampshire,Alabama,1693.7230312577385
New Hampshire,Alaska,8991.876489328513
New Hampshire,Arizona,4434.43502072155
New Hampshire,Arkansas,2314.6066667921373
New Hampshire,California,5352.119148171856
New Hampshire,Colorado,3753.695575354794
New Hampshire,Connecticut,132.5498323948279
New Hampshire,Delaware,438.6121679551566
New Hampshire,Florida,1125.9683177233799
New Hampshire,Georgia,1343.5657809317083
New Hampshire,Hawaii,9558.472094416613
New Hampshire,Idaho,4773.4197789119435
New Hampshire,Illinois,1937.8730532235284
New Hampshire,Indiana,1634.4540611133025
New Hampshire,Iowa,2407.750807739116
New Hampshire,Kansas,2798.8302590380868
New Hampshire,Kentucky,1457.797854468728
New Hampshire,Louisiana,2258.4002652638765
New Hampshire,Maine,242.714494041914
New Hampshire,Maryland,582.6485747356219
New Hampshire,Massachusetts,4.520313551105068
New Hampshire,Michigan,1442.89619394238
New Hampshire,Minnesota,2484.4621994915574
New Hampshire,Mississippi,2014.9062111591393
New Hampshire,Missouri,2305.1793880890664
New Hampshire,Montana,4325.778176919903
New Hampshire,Nebraska,2970.3016554759506
New Hampshire,Nevada,5060.00851507072
New Hampshire,New Hampshire,2.5092040103146016
New Hampshire,New Jersey,328.92748878287057
New Hampshire,New Mexico,3857.9599484051882
New Hampshire,New York,376.42586784128235
New Hampshire,North Carolina,916.8163868427329
New Hampshire,North Dakota,3138.918235066781
New Hampshire,Ohio,1245.8884880527612
New Hampshire,Oklahoma,2821.346615827004
New Hampshire,Oregon,5617.888783871635
New Hampshire,Pennsylvania,627.9914698791594
New Hampshire,Rhode Island,6.317974261654304
New Hampshire,South Carolina,1043.46092016595
New Hampshire,South Dakota,3100.523489774001
New Hampshire,Tennessee,1682.7352046066408
New Hampshire,Texas,2891.926809992517
New Hampshire,Utah,4482.398761830993
New Hampshire,Vermont,127.58045276680832
New Hampshire,Virginia,734.7950703296418
New Hampshire,Washington,5553.3261030265785
New Hampshire,West Virginia,1044.5115941086008
New Hampshire,Wisconsin,2007.989055854712
New Hampshire,Wyoming,3975.1970551302916
New Jersey,Alabama,1364.803637270005
New Jersey,Alaska,8662.95728836575
New Jersey,Arizona,4105.515700794318
New Jersey,Arkansas,1985.6872625126882
New Jersey,California,5023.199858226004
New Jersey,Colorado,3424.776229540425
New Jersey,Connecticut,196.40452508028196
New Jersey,Delaware,109.7062414605411
New Jersey,Florida,797.0491523802355
New Jersey,Georgia,1014.6464667945276
New Jersey,Hawaii,9229.552905802148
New Jersey,Idaho,4444.500470660484
New Jersey,Illinois,1608.9536459994333
New Jersey,Indiana,1305.5346738515425
New Jersey,Iowa,2078.831406209482
New Jersey,Kansas,2469.9108725014544
New Jersey,Kentucky,1128.8785012022288
New Jersey,Louisiana,1929.4808595894572
New Jersey,Maine,571.6246382869626
New Jersey,Maryland,253.73282151916555
New Jersey,Massachusetts,332.6858677738569
New Jersey,Michigan,1113.9768448281445
New Jersey,Minnesota,2155.542800548879
New Jersey,Mississippi,1685.9868029669533
New Jersey,Missouri,1976.2599835602218
New Jersey,Montana,3996.8588530848565
